LexFound,IsHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်ပါတီ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဒေါ်လာစား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပေါ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပေါ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်ဒေါင်း,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAသူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးဝဲစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,Daw Thoung Yin စောက်ပေါမလေး သူပုန်ဆိုတာ ဘယ်အချိန်ကတည်းက မြန်မာမှာစပေါ်တာလည်းရောသိလား သူများဟောင်တိုင်းလိုက်ဟောင်နေတဲ့စောက်ပေါမလေး🤣🤣 ဘယ်နေရာကတရားမျှတမှုမရှိတာလည်း အမဖင်ချခံရလို့လား 🤣🤣 ဖင်ယားလို့သူပုန်ထတဲ့ကောင်တွေကြီးပဲ အလကားနေလက်နက်ကိုင်ဖို့လောက်စောက်ခေါင်းထဲရှိနေကြပြီး မင်းတို့တိုင်းရင်းသားတွေက ၁၀၀ မှာ ၈၀ လောက်က စာမတတ်တဲ့စောက်တောသားငပိန်းလေးတွေကြီးပဲ အဲ့ဒါကြောင့်စစ်အာဏာရှင်ဖင်လိုးတာခံရတာ လေကြီးဖင်ကျယ်ပြောတာတွေလျော့အုန်း😂 တစ်ယောက်တည်းကောက်းစားဘိန်းစိုက်ကိ်ုယ့်လူမျိုးကိုဒုက္ခရောက်အောင် ဖင်ယားပြီးသူပုန်ထပြီး စကားကြီးလာတတ်ပြနေတာ🤣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘင်ဂါလီ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်လော်ဘီ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဘိန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,VOA  ကထောက်ပံ့ကြေးရထားလို့လား  သွေးထိုးနေခွေးသား  ရခိုင်  ဗမာ  မြန်မာပြည်ဖွားမွတ်ဆလင်တွေဟာ မြန်မာတိုင်းရင်းသားတွေပါ  ခိုးဝင်ဘင်္ဂါလီတော့မပါဘူးပေါ့  မသမာသူလူတစုရဲ့  အသုံးချခံမဖြစ်ပါစေနဲ့,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာစစ်တပ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အပြုတ်တိုက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ထမီခြုံ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်ပါတီ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အမျိုးယုတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အကြမ်းဖက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်အာဏာရှင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ရွာသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မွတ်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဝူဟန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နွားကျောင်းသား,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
စစ်ခွေး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကြံ့ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
နီပိန်း,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖင်ယား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
မြို့သား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အစွန်းရောက်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူခိုး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ကုလားတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
တောသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းကျ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခိုးဝင်,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဖွတ်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ခွေးသား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
အောက်တန်းစား,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ငလူး,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ဗမာတွေ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
သူပုန်,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
